customer_id,store_name,transaction_date,aisle,product_name,quantity,unit_price,total_amount,discount_amount,final_amount,loyalty_points
7065,MegaMart Westside,2024-05-08,Frozen Foods,Apples,4,25.17,100.68,4.94,95.74,360
4432,ValuePlus Market,2025-01-08,Produce,Onions,3,28.01,84.03,12.6,71.43,53
5374,GreenGrocer Plaza,2025-02-02,Dairy,Onions,2,8.89,17.78,0.0,17.78,309
2169,MegaMart Westside,2024-11-22,Bakery,Pasta,5,15.16,75.8,3.54,72.26,463
3803,QuickStop Market,2024-09-24,Produce,Bananas,3,23.35,70.05,14.01,56.04,326
5010,City Fresh Store,2023-12-11,Personal Care,Cheese,5,1.27,6.35,1.14,5.21,38
8573,MegaMart Westside,2024-05-27,Household Items,Onions,2,13.45,26.9,4.03,22.87,21
5422,FreshMart Downtown,2025-07-25,Canned Goods,Yogurt,2,20.33,40.66,4.0,36.66,181
4598,FamilyFood Express,2025-01-19,Meat & Seafood,Apples,4,1.71,6.84,0.68,6.16,377
6313,FamilyFood Express,2025-05-22,Frozen Foods,Apples,1,12.08,12.08,2.42,9.66,19
1916,FamilyFood Express,2024-01-31,Beverages,Orange Juice,3,24.79,74.37,14.87,59.5,446
1525,FreshMart Downtown,2025-04-23,Health & Wellness,Yogurt,4,10.51,42.04,6.31,35.73,442
6168,MegaMart Westside,2024-06-13,Health & Wellness,Carrots,4,20.7,82.8,1.46,81.34,431
5386,QuickStop Market,2023-09-27,Meat & Seafood,Pasta,1,4.13,4.13,0.0,4.13,222
4456,MegaMart Westside,2025-07-16,Snacks & Candy,Carrots,1,12.16,12.16,1.82,10.34,295
6155,FreshMart Downtown,2024-01-19,Snacks & Candy,Bananas,5,27.83,139.15,20.87,118.28,275
9179,Corner Grocery,2024-06-09,Dairy,Cereal,5,10.09,50.45,0.0,50.45,434
8517,QuickStop Market,2023-11-25,Personal Care,Rice,4,10.45,41.8,1.51,40.29,356
5339,Corner Grocery,2023-11-23,Health & Wellness,Tomatoes,2,18.84,37.68,4.33,33.35,154
5040,QuickStop Market,2025-03-07,Frozen Foods,Yogurt,4,23.78,95.12,9.51,85.61,310
9830,City Fresh Store,2024-02-27,Beverages,Yogurt,5,14.71,73.55,0.0,73.55,461
8019,GreenGrocer Plaza,2025-07-04,Frozen Foods,Carrots,5,10.71,53.55,0.0,53.55,419
7543,QuickStop Market,2024-05-14,Bakery,Yogurt,2,1.7,3.4,4.4,-1.0,125
4593,GreenGrocer Plaza,2023-11-22,Beverages,Cheese,5,6.63,33.15,3.31,29.84,356
9348,Corner Grocery,2024-08-24,Bakery,Eggs,1,26.88,26.88,2.69,24.19,440
2489,FamilyFood Express,2025-03-16,Meat & Seafood,Carrots,4,2.45,9.8,0.98,8.82,127
1771,SuperSave Central,2025-06-05,Beverages,Carrots,5,18.26,91.3,4.26,87.04,486
2796,ValuePlus Market,2023-12-03,Snacks & Candy,Onions,4,27.01,108.04,10.8,97.24,380
3621,QuickStop Market,2025-04-13,Bakery,Pasta,5,15.04,75.2,7.52,67.68,122
7916,GreenGrocer Plaza,2024-11-12,Frozen Foods,Ground Beef,3,10.73,32.19,6.44,25.75,457
2040,SuperSave Central,2024-05-31,Bakery,Tomatoes,2,21.48,42.96,4.3,38.66,32
7252,MegaMart Westside,2024-11-11,Personal Care,Salmon,4,2.8,11.2,1.12,10.08,426
8668,FreshMart Downtown,2024-09-20,Household Items,Tomatoes,4,1.16,4.64,0.46,4.18,180
5119,Corner Grocery,2024-10-09,Personal Care,Onions,5,27.03,135.15,20.27,114.88,249
1188,Corner Grocery,2025-01-16,Beverages,Bananas,4,10.74,42.96,0.0,42.96,347
2876,SuperSave Central,2025-01-17,Beverages,Eggs,5,16.48,82.4,3.26,79.14,464
9797,FreshMart Downtown,2025-03-12,Dairy,Cheese,2,26.13,52.26,7.84,44.42,93
5371,Corner Grocery,2025-03-25,Canned Goods,Yogurt,4,10.47,41.88,6.28,35.6,389
6573,Corner Grocery,2023-11-01,Frozen Foods,Bread,4,1.55,6.2,0.93,5.27,276
5808,FamilyFood Express,2024-07-09,Health & Wellness,Bread,1,22.86,22.86,4.57,18.29,486
3591,FreshMart Downtown,2024-07-24,Household Items,Eggs,2,4.65,9.3,4.79,4.51,342
1053,City Fresh Store,2025-02-17,Frozen Foods,Orange Juice,2,18.56,37.12,7.42,29.7,493
5315,QuickStop Market,2024-08-29,Dairy,Bananas,3,17.69,53.07,5.31,47.76,464
3927,FamilyFood Express,2024-09-04,Dairy,Ground Beef,1,21.21,21.21,4.13,17.08,154
2743,MegaMart Westside,2025-06-13,Personal Care,Cheese,3,2.99,8.97,4.4,4.57,331
5889,City Fresh Store,2025-05-21,Dairy,Cheese,3,19.42,58.26,0.0,58.26,424
9317,SuperSave Central,2024-11-22,Snacks & Candy,Apples,5,28.99,144.95,14.49,130.46,138
4258,Corner Grocery,2023-12-03,Household Items,Pasta,3,25.69,77.07,11.56,65.51,425
7126,City Fresh Store,2025-03-21,Bakery,Salmon,5,18.69,93.45,2.98,90.47,194
3646,MegaMart Westside,2024-09-28,Meat & Seafood,Potatoes,2,11.28,22.56,3.38,19.18,132
9689,QuickStop Market,2025-07-20,Personal Care,Bananas,5,28.48,142.4,0.0,142.4,43
1009,Corner Grocery,2024-11-14,Beverages,Onions,2,21.02,42.04,4.2,37.84,330
6310,FreshMart Downtown,2024-08-20,Dairy,Rice,2,12.72,25.44,0.0,25.44,124
1319,MegaMart Westside,2023-11-01,Beverages,Onions,5,10.96,54.8,8.22,46.58,381
6947,City Fresh Store,2025-06-19,Frozen Foods,Rice,3,7.68,23.04,3.46,19.58,369
6038,GreenGrocer Plaza,2024-02-08,Personal Care,Apples,2,7.27,14.54,0.0,14.54,247
1949,ValuePlus Market,2024-02-10,Household Items,Rice,1,25.14,25.14,3.77,21.37,151
2290,SuperSave Central,2023-10-12,Frozen Foods,Bananas,5,4.66,23.3,2.17,21.13,23
8962,SuperSave Central,2025-05-01,Health & Wellness,Potatoes,1,26.3,26.3,2.63,23.67,293
2133,City Fresh Store,2025-03-19,Beverages,Cereal,2,28.99,57.98,4.29,53.69,129
9727,Corner Grocery,2025-03-23,Beverages,Bread,5,19.24,96.2,19.24,76.96,27
3060,QuickStop Market,2023-11-14,Dairy,Ground Beef,1,17.17,17.17,2.52,14.65,213
8787,City Fresh Store,2024-10-07,Frozen Foods,Cheese,3,17.48,52.44,10.49,41.95,30
3705,FamilyFood Express,2024-02-28,Frozen Foods,Bread,2,7.95,15.9,3.18,12.72,282
9645,FreshMart Downtown,2025-06-14,Snacks & Candy,Salmon,5,14.62,73.1,10.96,62.14,16
7932,QuickStop Market,2024-01-18,Beverages,Bread,2,27.78,55.56,5.56,50.0,403
9835,GreenGrocer Plaza,2025-03-15,Personal Care,Ground Beef,2.0,27.33,54.66,1.24,53.42,423
4295,QuickStop Market,2025-02-10,Household Items,Rice,4,4.6,18.4,0.0,18.4,352
6107,Corner Grocery,2024-06-11,Frozen Foods,Carrots,5,15.31,76.55,7.66,68.89,41
7118,MegaMart Westside,2024-07-12,Household Items,Pasta,1,3.64,3.64,0.0,3.64,492
9479,QuickStop Market,2024-07-22,Household Items,Milk,2,14.63,29.26,4.39,24.87,333
2982,SuperSave Central,2024-02-15,Household Items,Cheese,4,29.09,116.36,11.64,104.72,240
4681,MegaMart Westside,2023-09-25,Canned Goods,Chicken Breast,2,10.55,21.1,3.17,17.93,355
6539,Corner Grocery,2023-08-23,Personal Care,Milk,4,3.54,14.16,4.88,9.28,129
4770,Corner Grocery,2024-11-06,Personal Care,Bananas,5,14.39,71.95,2.45,69.5,27
4608,City Fresh Store,2023-08-12,Health & Wellness,Salmon,1,6.89,6.89,1.03,5.86,281
2163,City Fresh Store,2025-02-06,Beverages,Chicken Breast,1,29.21,29.21,0.0,29.21,311
1964,SuperSave Central,2024-01-31,Frozen Foods,Onions,1,17.01,17.01,2.85,14.16,47
2104,GreenGrocer Plaza,2025-07-10,Health & Wellness,Eggs,4,28.04,112.16,11.22,100.94,149
1514,City Fresh Store,2025-06-04,Beverages,Ground Beef,4,16.98,67.92,3.03,64.89,196
6413,SuperSave Central,2023-10-01,Dairy,Pasta,4,10.85,43.4,2.13,41.27,403
9423,QuickStop Market,2024-02-07,Household Items,Potatoes,2,13.94,27.88,4.18,23.7,247
5562,ValuePlus Market,2025-01-07,Personal Care,Tomatoes,4,28.04,112.16,0.0,112.16,445
8953,FamilyFood Express,2024-01-20,Household Items,Tomatoes,2,25.81,51.62,7.74,43.88,210
9834,City Fresh Store,2023-11-17,Snacks & Candy,Tomatoes,2,15.35,30.7,4.86,25.84,18
8744,MegaMart Westside,2024-02-11,Dairy,Salmon,1,16.24,16.24,0.0,16.24,233
8749,SuperSave Central,2025-04-25,Snacks & Candy,Eggs,1,14.61,14.61,2.19,12.42,496
7669,Corner Grocery,2024-01-01,Health & Wellness,Bread,3,25.71,77.13,11.57,65.56,439
2545,City Fresh Store,2023-10-21,Personal Care,Milk,5,2.97,14.85,2.97,11.88,323
8062,GreenGrocer Plaza,2024-05-08,Snacks & Candy,Chicken Breast,1,13.86,13.86,1.18,12.68,355
7939,FreshMart Downtown,2024-06-21,Frozen Foods,Orange Juice,3,13.48,40.44,3.73,36.71,125
8651,SuperSave Central,2025-06-07,Meat & Seafood,Apples,1,18.67,18.67,1.87,16.8,195
1887,SuperSave Central,2025-01-11,Bakery,Salmon,3,14.32,42.96,4.3,38.66,341
2612,QuickStop Market,2023-09-23,Health & Wellness,Onions,2,3.13,6.26,2.2,4.06,483
7596,Corner Grocery,2025-02-22,Frozen Foods,Salmon,3,6.77,20.31,1.95,18.36,196
6559,MegaMart Westside,2025-04-19,Household Items,Rice,3,1.63,4.89,0.73,4.16,424
2790,FreshMart Downtown,2024-02-16,Household Items,Milk,5,22.6,113.0,22.6,90.4,426
4139,MegaMart Westside,2024-01-01,Bakery,Yogurt,5,8.26,41.3,0.0,41.3,386
9786,GreenGrocer Plaza,2024-07-20,Health & Wellness,Milk,3,23.86,71.58,0.0,71.58,17
3296,SuperSave Central,2024-06-29,Dairy,Rice,3,22.67,68.01,13.6,54.41,89
4006,ValuePlus Market,2024-03-10,Canned Goods,Carrots,5,27.48,137.4,20.61,116.79,425
8579,City Fresh Store,2024-02-17,Frozen Foods,Cereal,1,14.57,14.57,2.91,11.66,38
2235,Corner Grocery,2024-07-16,Personal Care,Orange Juice,1,23.92,23.92,1.49,22.43,7
2604,MegaMart Westside,2023-09-15,Health & Wellness,Pasta,5,12.04,60.2,3.7,56.5,326
9856,City Fresh Store,2025-05-17,Produce,Onions,3,27.53,82.59,0.0,82.59,113
1241,City Fresh Store,2023-10-18,Frozen Foods,Cheese,1,5.04,5.04,0.76,4.28,484
4872,City Fresh Store,2023-12-14,Dairy,Chicken Breast,2,26.72,53.44,5.34,48.1,69
7658,MegaMart Westside,2024-08-18,Health & Wellness,Onions,4,18.02,72.08,7.21,64.87,372
8886,GreenGrocer Plaza,2024-01-20,Beverages,Cheese,3,1.94,5.82,0.58,5.24,189
7570,City Fresh Store,2025-07-07,Bakery,Orange Juice,1,29.44,29.44,2.59,26.85,188
1960,FamilyFood Express,2023-12-12,Dairy,Salmon,1,20.21,20.21,4.15,16.06,328
7209,FamilyFood Express,2023-08-08,Meat & Seafood,Yogurt,1,25.05,25.05,1.86,23.19,283
7396,FamilyFood Express,2024-02-28,Canned Goods,Eggs,5,1.07,5.35,1.07,4.28,439
8454,ValuePlus Market,2024-03-15,Frozen Foods,Apples,1,20.16,20.16,2.43,17.73,13
7930,FamilyFood Express,2025-01-29,Household Items,Cereal,1,6.04,6.04,0.0,6.04,26
8973,Corner Grocery,2023-12-05,Personal Care,Chicken Breast,1,14.8,14.8,3.37,11.43,398
4111,City Fresh Store,2024-03-24,Personal Care,Ground Beef,5,2.25,11.25,1.12,10.13,401
4566,FreshMart Downtown,2023-09-21,Produce,Potatoes,4,13.35,53.4,0.0,53.4,55
9883,City Fresh Store,2023-09-23,Dairy,Bread,3,18.63,55.89,8.38,47.51,33
6138,ValuePlus Market,2023-09-20,Canned Goods,Tomatoes,5,16.38,81.9,4.17,77.73,232
1821,GreenGrocer Plaza,2024-11-02,Health & Wellness,Onions,2,13.46,26.92,2.69,24.23,454
8811,MegaMart Westside,2024-08-31,Beverages,Tomatoes,4,22.15,88.6,13.29,75.31,160
9701,QuickStop Market,2023-12-07,Canned Goods,Eggs,4,2.94,11.76,2.73,9.03,425
1931,MegaMart Westside,2024-09-04,Meat & Seafood,Onions,1,18.0,18.0,0.0,18.0,287
2312,GreenGrocer Plaza,2025-05-29,Snacks & Candy,Orange Juice,4,26.16,104.64,15.7,88.94,369
4044,QuickStop Market,2023-09-29,Canned Goods,Chicken Breast,5,15.7,78.5,15.7,62.8,79
2113,GreenGrocer Plaza,2025-01-12,Canned Goods,Onions,3,4.32,12.96,1.3,11.66,142
4853,ValuePlus Market,2024-06-15,Household Items,Onions,1,18.65,18.65,1.72,16.93,336
2964,QuickStop Market,2025-06-28,Canned Goods,Orange Juice,1,6.25,6.25,1.57,4.68,73
5033,FreshMart Downtown,2024-10-29,Dairy,Carrots,2,11.9,23.8,4.76,19.04,232
1651,MegaMart Westside,2024-11-30,Frozen Foods,Cereal,5,18.28,91.4,18.28,73.12,452
2343,SuperSave Central,2024-06-27,Household Items,Milk,1,8.88,8.88,0.89,7.99,338
9565,City Fresh Store,2024-04-08,Snacks & Candy,Pasta,2,22.88,45.76,4.58,41.18,58
5272,GreenGrocer Plaza,2024-01-12,Frozen Foods,Potatoes,5,20.34,101.7,10.17,91.53,23
6147,FreshMart Downtown,2024-02-08,Produce,Yogurt,3,28.4,85.2,12.78,72.42,392
5351,QuickStop Market,2024-06-09,Canned Goods,Chicken Breast,1,15.41,15.41,3.08,12.33,220
3144,Corner Grocery,2025-01-09,Personal Care,Ground Beef,5,17.19,85.95,2.59,83.36,342
5915,FreshMart Downtown,2024-07-27,Snacks & Candy,Bananas,4,27.7,110.8,2.72,108.08,441
6180,Corner Grocery,2025-07-28,Health & Wellness,Cheese,3,4.33,12.99,2.6,10.39,10
2188,City Fresh Store,2023-08-14,Canned Goods,Bread,4,25.48,101.92,2.6,99.32,124
8508,GreenGrocer Plaza,2024-12-01,Snacks & Candy,Rice,3,7.42,22.26,3.04,19.22,398
2638,GreenGrocer Plaza,2023-10-02,Personal Care,Carrots,2,27.26,54.52,0.0,54.52,178
9808,SuperSave Central,2024-01-19,Bakery,Chicken Breast,2,8.41,16.82,0.0,16.82,88
9288,GreenGrocer Plaza,2024-02-28,Meat & Seafood,Potatoes,4,22.87,91.48,0.0,91.48,389
3170,MegaMart Westside,2025-07-31,Health & Wellness,Cereal,2,13.74,27.48,0.0,27.48,240
6718,QuickStop Market,2025-06-21,Frozen Foods,Milk,3,15.7,47.1,4.71,42.39,158
2127,FreshMart Downtown,2025-06-19,Produce,Orange Juice,3,3.22,9.66,3.38,6.28,442
5002,Corner Grocery,2024-05-20,Beverages,Onions,1,14.03,14.03,2.1,11.93,414
5669,City Fresh Store,2023-12-07,Personal Care,Eggs,1,14.06,14.06,0.0,14.06,415
8179,GreenGrocer Plaza,2025-05-15,Personal Care,Apples,1,8.17,8.17,3.09,5.08,224
9900,SuperSave Central,2025-02-03,Canned Goods,Orange Juice,3,12.23,36.69,0.0,36.69,396
5956,FreshMart Downtown,2024-11-24,Health & Wellness,Cereal,1,10.55,10.55,1.58,8.97,285
9666,QuickStop Market,2023-08-13,Health & Wellness,Eggs,3,3.35,10.05,1.51,8.54,339
5905,QuickStop Market,2025-07-30,Health & Wellness,Tomatoes,2,18.25,36.5,5.47,31.03,480
2697,ValuePlus Market,2025-08-05,Snacks & Candy,Cereal,2,20.42,40.84,0.0,40.84,424
3200,Corner Grocery,2024-02-28,Personal Care,Orange Juice,1,11.51,11.51,1.73,9.78,92
2891,City Fresh Store,2025-06-28,Bakery,Ground Beef,2,5.48,10.96,4.08,6.88,151
2753,ValuePlus Market,2025-03-05,Produce,Cereal,5,4.79,23.95,4.79,19.16,192
3546,SuperSave Central,2024-03-05,Household Items,Apples,4,2.26,9.04,0.9,8.14,186
5616,QuickStop Market,2024-11-18,Beverages,Ground Beef,5,7.93,39.65,7.93,31.72,494
4450,MegaMart Westside,2025-02-14,Health & Wellness,Salmon,4,23.3,93.2,3.11,90.09,398
6617,SuperSave Central,2024-01-12,Bakery,Eggs,3,2.5,7.5,4.74,2.76,246
5325,ValuePlus Market,2024-09-02,Dairy,Rice,1,23.12,23.12,1.59,21.53,139
9004,Corner Grocery,2024-02-18,Dairy,Ground Beef,4,26.64,106.56,10.66,95.9,476
1832,FreshMart Downtown,2023-10-17,Snacks & Candy,Carrots,3,7.83,23.49,4.7,18.79,41
7939,FreshMart Downtown,2025-05-12,Canned Goods,Chicken Breast,3,23.94,71.82,10.77,61.05,70
5533,City Fresh Store,2023-09-10,Meat & Seafood,Potatoes,4,18.84,75.36,2.02,73.34,463
1058,SuperSave Central,2024-04-22,Personal Care,Carrots,4,4.21,16.84,2.53,14.31,147
3143,GreenGrocer Plaza,2024-12-13,Produce,Ground Beef,4,19.52,78.08,1.44,76.64,318
5291,City Fresh Store,2023-12-10,Household Items,Onions,1,19.32,19.32,0.0,19.32,294
8239,SuperSave Central,2024-10-08,Frozen Foods,Cheese,1,18.82,18.82,3.76,15.06,123
8007,GreenGrocer Plaza,2024-10-15,Personal Care,Orange Juice,1,28.64,28.64,2.86,25.78,278
1158,City Fresh Store,2023-11-01,Produce,Tomatoes,3,8.35,25.05,2.38,22.67,8
2232,GreenGrocer Plaza,2025-06-22,Household Items,Cereal,2,2.28,4.56,0.0,4.56,279
3442,SuperSave Central,2024-10-03,Health & Wellness,Salmon,4,19.31,77.24,3.86,73.38,415
1590,City Fresh Store,2025-05-16,Produce,Rice,2,2.26,4.52,0.68,3.84,102
7049,QuickStop Market,2024-11-01,Personal Care,Tomatoes,5,14.72,73.6,11.04,62.56,18
3426,MegaMart Westside,2024-07-05,Produce,Cereal,3,4.6,13.8,1.38,12.42,188
3088,City Fresh Store,2023-09-08,Snacks & Candy,Cereal,2,15.38,30.76,2.07,28.69,254
6050,GreenGrocer Plaza,2024-05-16,Snacks & Candy,Bread,4,18.46,73.84,2.18,71.66,421
1653,GreenGrocer Plaza,2025-07-05,Dairy,Cereal,3,9.88,29.64,5.93,23.71,308
6862,City Fresh Store,2024-01-17,Canned Goods,Salmon,1,22.07,22.07,4.99,17.08,466
5088,QuickStop Market,2025-01-06,Health & Wellness,Milk,1,20.45,20.45,4.2,16.25,207
2684,SuperSave Central,2024-05-07,Produce,Eggs,5,20.65,103.25,20.65,82.6,224
7658,GreenGrocer Plaza,2024-12-01,Bakery,Orange Juice,3,12.09,36.27,1.61,34.66,290
3532,City Fresh Store,2025-07-26,Canned Goods,Orange Juice,4,23.12,92.48,2.47,90.01,293
4878,MegaMart Westside,2025-06-08,Health & Wellness,Pasta,2,28.85,57.7,5.77,51.93,13
3662,ValuePlus Market,2025-04-19,Snacks & Candy,Onions,1,8.58,8.58,1.72,6.86,133
3900,QuickStop Market,2025-06-21,Beverages,Yogurt,1,4.93,4.93,0.99,3.94,37
7755,City Fresh Store,2023-08-26,Dairy,Cereal,3,21.57,64.71,9.71,55.0,281
3938,SuperSave Central,2025-03-01,Health & Wellness,Apples,3,15.74,47.22,9.44,37.78,62
6442,FamilyFood Express,2025-04-05,Beverages,Bananas,3,17.06,51.18,1.52,49.66,188
7745,GreenGrocer Plaza,2025-04-21,Dairy,Rice,4,29.98,119.92,2.64,117.28,368
5065,Corner Grocery,2024-03-01,Household Items,Bread,2,29.19,58.38,5.84,52.54,328
3608,City Fresh Store,2025-04-09,Health & Wellness,Carrots,3,4.71,14.13,2.83,11.3,424
2771,Corner Grocery,2024-05-30,Personal Care,Milk,1,16.01,16.01,3.2,12.81,155
1634,MegaMart Westside,2025-06-03,Bakery,Orange Juice,5,26.94,134.7,20.2,114.5,433
8711,FamilyFood Express,2024-01-26,Health & Wellness,Onions,3,4.62,13.86,3.56,10.3,155
4269,SuperSave Central,2025-05-02,Meat & Seafood,Cereal,5,2.18,10.9,1.18,9.72,442
8541,QuickStop Market,2024-05-04,Health & Wellness,Yogurt,5,13.07,65.35,6.54,58.81,327
6000,ValuePlus Market,2025-05-05,Frozen Foods,Rice,4,8.09,32.36,4.85,27.51,413
4728,City Fresh Store,2024-01-27,Dairy,Milk,2,13.74,27.48,5.5,21.98,247
1387,MegaMart Westside,2024-12-31,Household Items,Eggs,3,25.97,77.91,7.79,70.12,163
4164,SuperSave Central,2024-06-11,Canned Goods,Carrots,5,4.07,20.35,2.07,18.28,123
6378,FamilyFood Express,2024-03-10,Meat & Seafood,Chicken Breast,1,9.41,9.41,1.88,7.53,196
2137,SuperSave Central,2025-03-29,Canned Goods,Cereal,2,23.12,46.24,4.62,41.62,255
5573,QuickStop Market,2024-05-05,Beverages,Bananas,1,28.4,28.4,5.68,22.72,258
9346,FamilyFood Express,2024-06-12,Household Items,Orange Juice,1,2.46,2.46,0.37,2.09,253
9785,ValuePlus Market,2024-04-20,Produce,Chicken Breast,4,4.87,19.48,1.95,17.53,135
1452,MegaMart Westside,2023-11-04,Produce,Tomatoes,1,17.53,17.53,2.15,15.38,99
5279,Corner Grocery,2023-12-23,Personal Care,Salmon,5,9.1,45.5,9.1,36.4,319
5349,GreenGrocer Plaza,2023-09-05,Snacks & Candy,Orange Juice,3,17.17,51.51,10.3,41.21,187
2776,ValuePlus Market,2024-11-12,Snacks & Candy,Carrots,1,2.3,2.3,0.23,2.07,70
8119,ValuePlus Market,2024-05-01,Beverages,Eggs,5,26.89,134.45,2.27,132.18,71
6139,Corner Grocery,2024-07-10,Household Items,Rice,5,10.74,53.7,0.0,53.7,424
9379,QuickStop Market,2023-11-04,Beverages,Bananas,3,10.6,31.8,2.23,29.57,56
7311,FreshMart Downtown,2025-07-05,Household Items,Potatoes,3,29.04,87.12,0.0,87.12,400
4114,FreshMart Downtown,2024-02-20,Household Items,Potatoes,2,16.19,32.38,6.48,25.9,369
1727,FamilyFood Express,2025-02-07,Produce,Chicken Breast,2,1.54,3.08,0.62,2.46,160
8144,Corner Grocery,2023-08-08,Bakery,Cheese,5,23.46,117.3,0.0,117.3,471
9518,FreshMart Downtown,2025-07-25,Meat & Seafood,Carrots,2,17.26,34.52,2.51,32.01,339
9821,SuperSave Central,2025-01-21,Beverages,Onions,3,16.83,50.49,2.94,47.55,346
4228,FamilyFood Express,2024-05-15,Frozen Foods,Onions,3,7.51,22.53,3.38,19.15,498
8066,FamilyFood Express,2023-09-30,Beverages,Cereal,4,11.11,44.44,6.67,37.77,478
6409,GreenGrocer Plaza,2024-12-03,Household Items,Onions,4,26.97,107.88,21.58,86.3,202
6143,QuickStop Market,2025-01-03,Produce,Rice,1,11.03,11.03,0.0,11.03,226
3041,City Fresh Store,2025-02-16,Bakery,Yogurt,5,8.85,44.25,8.85,35.4,287
5920,GreenGrocer Plaza,2024-09-03,Household Items,Ground Beef,2,2.46,4.92,0.0,4.92,463
6067,FamilyFood Express,2025-01-05,Produce,Chicken Breast,4,10.57,42.28,0.0,42.28,241
7691,SuperSave Central,2024-04-16,Produce,Onions,2,12.79,25.58,2.56,23.02,478
7592,FamilyFood Express,2025-01-29,Frozen Foods,Cereal,3,19.72,59.16,0.0,59.16,464
5844,FamilyFood Express,2024-10-10,Personal Care,Milk,2,13.11,26.22,4.99,21.23,428
3085,Corner Grocery,2024-01-03,Beverages,Apples,3,26.42,79.26,3.41,75.85,4
7888,MegaMart Westside,2025-01-04,Frozen Foods,Salmon,5,16.2,81.0,2.87,78.13,455
7211,FamilyFood Express,2025-01-14,Dairy,Cereal,2,22.19,44.38,0.0,44.38,331
3851,SuperSave Central,2024-11-27,Produce,Cereal,3,17.46,52.38,10.48,41.9,387
